time,open,high,low,close
2025-10-20T19:00:00-04:00,46936,46964,46935,46955
2025-10-20T19:15:00-04:00,46953,46956,46932,46956
2025-10-20T19:30:00-04:00,46956,46958,46924,46929
2025-10-20T19:45:00-04:00,46928,46928,46913,46919
2025-10-20T20:00:00-04:00,46916,46943,46915,46929
2025-10-20T20:15:00-04:00,46929,46952,46927,46942
2025-10-20T20:30:00-04:00,46939,46948,46934,46945
2025-10-20T20:45:00-04:00,46944,46947,46937,46945
2025-10-20T21:00:00-04:00,46944,46952,46942,46947
2025-10-20T21:15:00-04:00,46946,46964,46935,46940
2025-10-20T21:30:00-04:00,46942,46942,46925,46931
2025-10-20T21:45:00-04:00,46931,46947,46929,46935
2025-10-20T22:00:00-04:00,46934,46944,46931,46944
2025-10-20T22:15:00-04:00,46944,46955,46942,46955
2025-10-20T22:30:00-04:00,46954,46959,46931,46931
2025-10-20T22:45:00-04:00,46928,46937,46923,46928
2025-10-20T23:00:00-04:00,46928,46938,46928,46935
2025-10-20T23:15:00-04:00,46937,46938,46927,46927
2025-10-20T23:30:00-04:00,46926,46935,46918,46924
2025-10-20T23:45:00-04:00,46923,46923,46908,46917
2025-10-21T00:00:00-04:00,46918,46919,46904,46910
2025-10-21T00:15:00-04:00,46912,46920,46908,46915
2025-10-21T00:30:00-04:00,46917,46917,46905,46908
2025-10-21T00:45:00-04:00,46906,46911,46882,46896
2025-10-21T01:00:00-04:00,46898,46910,46880,46899
2025-10-21T01:15:00-04:00,46898,46907,46872,46877
2025-10-21T01:30:00-04:00,46879,46887,46869,46871
2025-10-21T01:45:00-04:00,46869,46883,46856,46877
2025-10-21T02:00:00-04:00,46879,46880,46838,46838
2025-10-21T02:15:00-04:00,46837,46859,46832,46844
2025-10-21T02:30:00-04:00,46845,46856,46836,46840
2025-10-21T02:45:00-04:00,46841,46860,46838,46847
2025-10-21T03:00:00-04:00,46848,46852,46821,46824
2025-10-21T03:15:00-04:00,46823,46851,46822,46850
2025-10-21T03:30:00-04:00,46853,46853,46826,46829
2025-10-21T03:45:00-04:00,46828,46851,46821,46847
2025-10-21T04:00:00-04:00,46847,46848,46828,46833
2025-10-21T04:15:00-04:00,46832,46832,46812,46824
2025-10-21T04:30:00-04:00,46823,46836,46814,46828
2025-10-21T04:45:00-04:00,46828,46829,46812,46816
2025-10-21T05:00:00-04:00,46817,46838,46817,46837
2025-10-21T05:15:00-04:00,46837,46854,46826,46850
2025-10-21T05:30:00-04:00,46849,46859,46839,46846
2025-10-21T05:45:00-04:00,46847,46862,46842,46846
2025-10-21T06:00:00-04:00,46847,46891,46847,46873
2025-10-21T06:15:00-04:00,46874,46879,46856,46872
2025-10-21T06:30:00-04:00,46874,46900,46851,46871
2025-10-21T06:45:00-04:00,46876,46906,46875,46899
2025-10-21T07:00:00-04:00,46898,46922,46894,46921
2025-10-21T07:15:00-04:00,46922,46949,46914,46942
2025-10-21T07:30:00-04:00,46942,46944,46916,46923
